---Resultados de clientes ejercicio 1---
Cliente;Tiempo medio de servicio
Cliente29;0,00510969
Cliente17;0,00518473
Cliente1;0,00506543
Cliente2;0,00516506
Cliente16;0,00511026
Cliente22;0,00515132
Cliente26;0,00511288

Cliente31;0,00537609
Cliente21;0,00536909
Cliente22;0,00545034
Cliente6;0,00543853
Cliente4;0,0054223
Cliente5;0,00537842
Cliente18;0,00545084
Cliente20;0,00542229
Cliente25;0,00539987
Cliente28;0,00536227
Cliente24;0,00545444
Cliente23;0,00543528
Cliente27;0,00541818
Cliente11;0,00539204
Cliente9;0,0054564
Cliente30;0,00541037
Cliente12;0,00542576
Cliente0;0,00541081
Cliente13;0,00542783
Cliente17;0,00538173
Cliente7;0,0054281
Cliente2;0,00541123
Cliente8;0,0053775
Cliente3;0,00540411
Cliente26;0,00535498
Cliente29;0,00539795
Cliente10;0,00537162
Cliente1;0,00540606
Cliente16;0,00540619
Cliente19;0,00532852
Cliente15;0,00541066
Cliente14;0,00541307

Cliente21;0,00565331
Cliente25;0,00568778
Cliente3;0,00570997
Cliente4;0,00571797
Cliente11;0,00567193
Cliente0;0,00567605
Cliente29;0,00566725
Cliente30;0,00566379
Cliente6;0,00569289
Cliente10;0,0057407
Cliente9;0,00569233
Cliente5;0,00563054
Cliente24;0,0056179
Cliente7;0,00564181
Cliente13;0,00564225
Cliente17;0,0056326
Cliente12;0,00564429
Cliente26;0,00566995
Cliente31;0,00564598
Cliente2;0,00562732
Cliente20;0,00568722
Cliente33;0,00563485
Cliente23;0,00560874
Cliente27;0,00564201
Cliente19;0,00561461
Cliente32;0,00568672
Cliente8;0,00566527
Cliente14;0,00560008
Cliente22;0,00562247
Cliente16;0,00557372
Cliente15;0,00564709
Cliente18;0,00563238
Cliente1;0,00561914
Cliente28;0,0056294

Cliente20;0,0058842
Cliente8;0,00592459
Cliente23;0,00594396
Cliente3;0,00593785
Cliente21;0,00593334
Cliente0;0,0059273
Cliente19;0,00596365
Cliente10;0,00598773
Cliente35;0,00592194
Cliente33;0,00593359
Cliente34;0,00593158
Cliente7;0,00593567
Cliente24;0,0059678
Cliente18;0,00592359
Cliente30;0,00594373
Cliente4;0,0059194
Cliente26;0,00597791
Cliente25;0,00593454
Cliente5;0,00593368
Cliente22;0,00594844
Cliente1;0,00598348
Cliente13;0,00595856
Cliente31;0,00590211
Cliente17;0,00595975
Cliente16;0,00603147
Cliente28;0,00596282
Cliente9;0,00594175
Cliente32;0,00595023
Cliente12;0,00595948
Cliente29;0,00597672
Cliente11;0,00588512
Cliente2;0,00587518
Cliente27;0,0059547
Cliente14;0,00595409
Cliente15;0,00589741
Cliente6;0,00594217

Cliente10;0,00633034
Cliente34;0,0062667
Cliente14;0,00626112
Cliente24;0,00623305
Cliente15;0,00628623
Cliente36;0,00626588
Cliente30;0,00630279
Cliente16;0,00623097
Cliente12;0,00634021
Cliente1;0,00622128
Cliente28;0,00632783
Cliente33;0,0063339
Cliente6;0,00620229
Cliente35;0,00625762
Cliente4;0,00622854
Cliente21;0,00621324
Cliente29;0,00625448
Cliente2;0,00632858
Cliente25;0,00633811
Cliente32;0,00627528
Cliente26;0,00631542
Cliente22;0,00626217
Cliente13;0,00626499
Cliente7;0,0062772
Cliente31;0,00628008
Cliente0;0,0062841
Cliente37;0,00632941
Cliente23;0,00629238
Cliente11;0,00629259
Cliente9;0,00626418
Cliente3;0,00622144
Cliente19;0,00627072
Cliente8;0,00627933
Cliente27;0,00625138
Cliente17;0,00627134
Cliente18;0,00624411
Cliente5;0,00621055
Cliente20;0,00629358

Cliente21;0,00666139
Cliente38;0,00670294
Cliente35;0,0066103
Cliente22;0,00667909
Cliente12;0,00669807
Cliente18;0,00660678
Cliente29;0,00666224
Cliente2;0,00669354
Cliente25;0,00663965
Cliente8;0,00664945
Cliente13;0,00669439
Cliente0;0,0066173
Cliente7;0,00669388
Cliente28;0,00663311
Cliente31;0,0066593
Cliente37;0,00661007
Cliente30;0,00667207
Cliente6;0,00664426
Cliente19;0,00666682
Cliente9;0,00667897
Cliente1;0,00662274
Cliente24;0,00664621
Cliente27;0,00666991
Cliente16;0,00663102
Cliente11;0,00666964
Cliente39;0,0066348
Cliente5;0,00670201
Cliente17;0,00663017
Cliente14;0,00660796
Cliente10;0,00667194
Cliente3;0,00668612
Cliente34;0,00662247
Cliente33;0,00667667
Cliente36;0,00661254
Cliente4;0,00661576
Cliente23;0,00656726
Cliente20;0,00669225
Cliente15;0,00665596
Cliente26;0,00663452
Cliente32;0,0066094

Cliente34;0,00693258
Cliente15;0,0070398
Cliente35;0,00703701
Cliente18;0,00706443
Cliente22;0,00702094
Cliente27;0,00710553
Cliente19;0,00699283
Cliente40;0,00703237
Cliente38;0,00701511
Cliente41;0,00709682
Cliente21;0,00697624
Cliente23;0,00703365
Cliente1;0,00702354
Cliente24;0,00704867
Cliente17;0,00699351
Cliente32;0,0070158
Cliente4;0,00701941
Cliente12;0,00698691
Cliente36;0,00706997
Cliente9;0,00706231
Cliente20;0,00711218
Cliente5;0,00700306
Cliente10;0,0070497
Cliente11;0,0069974
Cliente7;0,0070377
Cliente6;0,00706075
Cliente0;0,00698668
Cliente25;0,0070149
Cliente31;0,0070139
Cliente29;0,00702483
Cliente28;0,00698379
Cliente30;0,00705006
Cliente16;0,0070036
Cliente37;0,00705177
Cliente2;0,00707377
Cliente14;0,00704596
Cliente39;0,00706434
Cliente26;0,00706382
Cliente33;0,00710861
Cliente3;0,00705546
Cliente8;0,00703463
Cliente13;0,00705242

Cliente18;0,00753017
Cliente37;0,0074667
Cliente41;0,0075363
Cliente34;0,00752658
Cliente40;0,00755082
Cliente8;0,00751391
Cliente12;0,00749729
Cliente6;0,00749303
Cliente4;0,00754186
Cliente23;0,00753394
Cliente31;0,00743514
Cliente11;0,00745988
Cliente38;0,00753096
Cliente0;0,0074814
Cliente35;0,00753637
Cliente16;0,00752436
Cliente29;0,00745103
Cliente21;0,00747989
Cliente30;0,00757575
Cliente28;0,00741987
Cliente36;0,00746062
Cliente3;0,00747869
Cliente27;0,00752251
Cliente43;0,00751557
Cliente2;0,00755807
Cliente25;0,0075535
Cliente14;0,00748081
Cliente33;0,0074444
Cliente32;0,00745431
Cliente17;0,0075093
Cliente42;0,00755257
Cliente10;0,00752245
Cliente24;0,0075212
Cliente15;0,00744442
Cliente5;0,0074912
Cliente13;0,00757722
Cliente9;0,00753936
Cliente7;0,00750986
Cliente22;0,00752869
Cliente26;0,00755545
Cliente20;0,00756052
Cliente19;0,00754109
Cliente1;0,00754034
Cliente39;0,0074984

Cliente13;0,00800759
Cliente45;0,00804221
Cliente36;0,0080279
Cliente29;0,00810459
Cliente40;0,00807422
Cliente19;0,00799356
Cliente4;0,0079894
Cliente26;0,0080607
Cliente11;0,00803548
Cliente14;0,00808684
Cliente17;0,00803052
Cliente32;0,00798824
Cliente33;0,00809997
Cliente0;0,00806787
Cliente28;0,00809282
Cliente39;0,00807035
Cliente22;0,00806036
Cliente35;0,00803556
Cliente10;0,00797958
Cliente6;0,00806232
Cliente42;0,0080589
Cliente2;0,00800148
Cliente9;0,00805761
Cliente3;0,00814823
Cliente25;0,00802165
Cliente37;0,00807557
Cliente44;0,0080847
Cliente21;0,0080288
Cliente20;0,00806687
Cliente15;0,00802257
Cliente27;0,00803139
Cliente34;0,00802526
Cliente38;0,00803344
Cliente7;0,00808928
Cliente23;0,00808072
Cliente16;0,00801168
Cliente24;0,00809032
Cliente12;0,00801542
Cliente30;0,0080415
Cliente41;0,00803926
Cliente31;0,00796853
Cliente18;0,00804726
Cliente8;0,00806563
Cliente1;0,00805852
Cliente5;0,008048
Cliente43;0,00803191

Cliente22;0,00858608
Cliente28;0,00856307
Cliente30;0,00862577
Cliente32;0,00859161
Cliente34;0,00858754
Cliente17;0,00854882
Cliente21;0,00856601
Cliente2;0,00856995
Cliente27;0,00860314
Cliente18;0,00856242
Cliente10;0,00865972
Cliente47;0,00859417
Cliente19;0,00868483
Cliente8;0,00859522
Cliente6;0,0086191
Cliente36;0,00858845
Cliente33;0,00862963
Cliente20;0,00868982
Cliente38;0,00864656
Cliente43;0,00856954
Cliente7;0,00862583
Cliente14;0,00856483
Cliente23;0,00863474
Cliente25;0,0086766
Cliente5;0,00859079
Cliente3;0,00859249
Cliente13;0,00855916
Cliente1;0,0085868
Cliente0;0,00861376
Cliente37;0,00865343
Cliente15;0,00859469
Cliente45;0,00860924
Cliente16;0,0086586
Cliente11;0,00862214
Cliente35;0,00860936
Cliente26;0,00854326
Cliente44;0,00861825
Cliente9;0,00855959
Cliente31;0,00852358
Cliente29;0,00864913
Cliente4;0,00857739
Cliente41;0,00862498
Cliente40;0,00861836
Cliente46;0,00856745
Cliente12;0,00850454
Cliente24;0,0086388
Cliente42;0,00855722
Cliente39;0,00854852

Cliente40;0,00927461
Cliente49;0,00923988
Cliente25;0,00924903
Cliente37;0,00926694
Cliente14;0,00919844
Cliente27;0,00926158
Cliente48;0,00927188
Cliente44;0,0092435
Cliente6;0,00928175
Cliente41;0,0092499
Cliente21;0,00924373
Cliente24;0,00921771
Cliente35;0,00931579
Cliente8;0,00929204
Cliente38;0,0092847
Cliente17;0,00923803
Cliente46;0,00929211
Cliente22;0,00927121
Cliente32;0,00928408
Cliente15;0,00927272
Cliente2;0,00931369
Cliente23;0,00926064
Cliente20;0,00930525
Cliente7;0,00926672
Cliente1;0,00920808
Cliente12;0,0092349
Cliente4;0,00922187
Cliente11;0,00923238
Cliente29;0,00928156
Cliente30;0,00930978
Cliente3;0,00922496
Cliente43;0,00931421
Cliente28;0,00927723
Cliente47;0,00939314
Cliente34;0,00931434
Cliente31;0,00926658
Cliente13;0,0092469
Cliente26;0,00932308
Cliente19;0,00922952
Cliente33;0,00926072
Cliente36;0,00934828
Cliente16;0,00927825
Cliente39;0,00929733
Cliente18;0,00927203
Cliente45;0,00926
Cliente9;0,00923821
Cliente42;0,00931155
Cliente0;0,00923703
Cliente10;0,00928175
Cliente5;0,00932521
