---Resultados de clientes ejercicio 1---
Cliente;Tiempo medio de servicio
Cliente11;0,00432474
Cliente21;0,00436903
Cliente19;0,0043279
Cliente13;0,00438478
Cliente2;0,00432957
Cliente3;0,00435455
Cliente7;0,0043847
Cliente8;0,00435746
Cliente14;0,00435452
Cliente4;0,00433327
Cliente20;0,00431084
Cliente0;0,00439017
Cliente17;0,00438033
Cliente1;0,00434195
Cliente15;0,00435724
Cliente9;0,00434663
Cliente16;0,00433535

Cliente3;0,00458207
Cliente14;0,00451165
Cliente20;0,00456899
Cliente12;0,00454334
Cliente16;0,00451062
Cliente7;0,00451386
Cliente4;0,00451571
Cliente18;0,00451831
Cliente8;0,00449316
Cliente21;0,00450902
Cliente19;0,0045101
Cliente13;0,00447993
Cliente9;0,00453759
Cliente22;0,00450149
Cliente10;0,00455649
Cliente17;0,00448559
Cliente15;0,00449965
Cliente5;0,00452569
Cliente23;0,00454745
Cliente6;0,00453712
Cliente1;0,00452908
Cliente11;0,00452026
Cliente2;0,00450016
Cliente0;0,00454289

Cliente10;0,00470508
Cliente9;0,00469761
Cliente7;0,00468587
Cliente17;0,0046648
Cliente21;0,00467582
Cliente20;0,00471898
Cliente19;0,00470443
Cliente1;0,00467942
Cliente11;0,0047261
Cliente2;0,00470392
Cliente16;0,00469215
Cliente5;0,00479352
Cliente8;0,00469681
Cliente14;0,00472021
Cliente18;0,00465842
Cliente6;0,0047283
Cliente22;0,0047003
Cliente23;0,00472846
Cliente25;0,00470694
Cliente3;0,00469764
Cliente0;0,00469867
Cliente15;0,00465712
Cliente24;0,0047039
Cliente4;0,00470419
Cliente13;0,00467842
Cliente12;0,0047184

Cliente17;0,00493364
Cliente27;0,00487328
Cliente16;0,00492391
Cliente14;0,00494015
Cliente13;0,00495258
Cliente26;0,00494328
Cliente25;0,00495351
Cliente22;0,00494119
Cliente20;0,00488852
Cliente4;0,00495407
Cliente7;0,00490369
Cliente10;0,00492489
Cliente23;0,00490622
Cliente12;0,00493544
Cliente15;0,00495376
Cliente24;0,00490254
Cliente8;0,00491746
Cliente0;0,00491744
Cliente9;0,00495783
Cliente3;0,00488399
Cliente19;0,00492568
Cliente2;0,00491758
Cliente18;0,00493854
Cliente5;0,00493864
Cliente21;0,00493365
Cliente6;0,00497881
Cliente1;0,00489027
Cliente11;0,0049037

Cliente1;0,00512173
Cliente13;0,00512157
Cliente18;0,00517456
Cliente0;0,00514233
Cliente10;0,00513191
Cliente11;0,005146
Cliente19;0,00515635
Cliente4;0,00511502
Cliente28;0,00518395
Cliente2;0,00516173
Cliente22;0,00512008
Cliente25;0,00511304
Cliente15;0,0051494
Cliente12;0,00513846
Cliente16;0,00519463
Cliente29;0,00522341
Cliente8;0,00514239
Cliente7;0,00516727
Cliente23;0,00512703
Cliente20;0,00508283
Cliente9;0,00512667
Cliente5;0,00508829
Cliente6;0,00512987
Cliente24;0,00510625
Cliente14;0,00512525
Cliente27;0,0051546
Cliente17;0,00514141
Cliente3;0,00514838
Cliente26;0,00516512
Cliente21;0,00513465

Cliente27;0,00534362
Cliente0;0,00535458
Cliente3;0,00539836
Cliente2;0,00539532
Cliente11;0,0054262
Cliente19;0,00537778
Cliente14;0,00534284
Cliente13;0,00541655
Cliente20;0,00534068
Cliente18;0,00535318
Cliente24;0,00546027
Cliente15;0,005371
Cliente28;0,00538206
Cliente22;0,00535105
Cliente6;0,00530009
Cliente12;0,00539002
Cliente31;0,00537316
Cliente16;0,00541234
Cliente21;0,00540808
Cliente5;0,0054393
Cliente23;0,0053708
Cliente29;0,00538485
Cliente26;0,00537846
Cliente4;0,00533878
Cliente1;0,00541582
Cliente7;0,0053716
Cliente30;0,0053619
Cliente10;0,00541349
Cliente17;0,00534539
Cliente8;0,00537811
Cliente9;0,00538816
Cliente25;0,00534489

Cliente23;0,005692
Cliente11;0,00568462
Cliente7;0,00561766
Cliente15;0,0056093
Cliente22;0,00567521
Cliente0;0,0056595
Cliente27;0,00566211
Cliente30;0,00558397
Cliente1;0,00566748
Cliente10;0,00559931
Cliente26;0,00565126
Cliente21;0,00570539
Cliente9;0,00568405
Cliente12;0,00561107
Cliente4;0,00561586
Cliente13;0,0057285
Cliente17;0,0056324
Cliente28;0,0056464
Cliente3;0,00564465
Cliente18;0,0056062
Cliente5;0,00566347
Cliente31;0,00563832
Cliente20;0,00561944
Cliente19;0,00561829
Cliente2;0,00563723
Cliente16;0,00562763
Cliente29;0,0056509
Cliente33;0,00558739
Cliente14;0,00562175
Cliente25;0,005667
Cliente32;0,00563941
Cliente24;0,00567326
Cliente8;0,00567959
Cliente6;0,0055839

Cliente19;0,00594045
Cliente8;0,00596138
Cliente27;0,00603302
Cliente33;0,00591264
Cliente6;0,00597387
Cliente5;0,00589388
Cliente25;0,00596238
Cliente28;0,00601368
Cliente13;0,00594863
Cliente18;0,0059771
Cliente14;0,00592275
Cliente20;0,00599296
Cliente32;0,00596987
Cliente10;0,00594983
Cliente3;0,00598238
Cliente7;0,00599897
Cliente31;0,0059383
Cliente34;0,00592034
Cliente12;0,00596865
Cliente26;0,00598567
Cliente16;0,00595381
Cliente11;0,00594227
Cliente30;0,00597667
Cliente17;0,00592173
Cliente22;0,00599377
Cliente4;0,00587964
Cliente21;0,00597358
Cliente35;0,00602932
Cliente29;0,00605728
Cliente0;0,00595722
Cliente23;0,00586894
Cliente1;0,00590628
Cliente9;0,00593517
Cliente24;0,00595286
Cliente15;0,00598788
Cliente2;0,00593834

Cliente21;0,00628484
Cliente8;0,0062485
Cliente35;0,00625046
Cliente32;0,00631613
Cliente15;0,00621201
Cliente9;0,00630529
Cliente17;0,00632273
Cliente23;0,00620624
Cliente18;0,0062324
Cliente10;0,00628437
Cliente36;0,00624913
Cliente28;0,006251
Cliente20;0,00627395
Cliente27;0,00628281
Cliente22;0,00627876
Cliente11;0,00622892
Cliente7;0,0062769
Cliente31;0,00623564
Cliente16;0,00627995
Cliente24;0,00620485
Cliente37;0,00626599
Cliente33;0,00626779
Cliente1;0,006307
Cliente14;0,00635325
Cliente25;0,00624967
Cliente30;0,00626691
Cliente19;0,00625884
Cliente13;0,00626674
Cliente26;0,00627589
Cliente4;0,00627773
Cliente6;0,00629414
Cliente0;0,00625908
Cliente12;0,00623193
Cliente29;0,0063429
Cliente2;0,00631625
Cliente34;0,00622614
Cliente5;0,0063534
Cliente3;0,00624181

Cliente15;0,0065442
Cliente13;0,00662635
Cliente20;0,00653494
Cliente25;0,00661742
Cliente12;0,00663006
Cliente9;0,00661276
Cliente21;0,00657936
Cliente31;0,00662378
Cliente1;0,00661284
Cliente29;0,00654935
Cliente37;0,00658833
Cliente16;0,00663471
Cliente26;0,00656725
Cliente7;0,00664598
Cliente22;0,00662847
Cliente34;0,00661363
Cliente11;0,00659079
Cliente19;0,00666238
Cliente33;0,00666769
Cliente8;0,00662404
Cliente24;0,00653667
Cliente3;0,00661915
Cliente14;0,0066105
Cliente32;0,006623
Cliente18;0,00659303
Cliente17;0,00658467
Cliente36;0,00659984
Cliente4;0,00665556
Cliente30;0,00661708
Cliente0;0,00664703
Cliente23;0,00664462
Cliente5;0,0066793
Cliente35;0,0065944
Cliente38;0,00663556
Cliente6;0,0065816
Cliente39;0,00660339
Cliente28;0,00661104
Cliente27;0,00656913
Cliente10;0,00663846
Cliente2;0,00661459

Cliente29;0,00703379
Cliente12;0,00705665
Cliente8;0,00705537
Cliente19;0,00707668
Cliente36;0,0070557
Cliente24;0,00702475
Cliente25;0,00701868
Cliente31;0,00701194
Cliente14;0,00701132
Cliente33;0,00697135
Cliente17;0,00703503
Cliente13;0,00690031
Cliente6;0,00704896
Cliente11;0,00699141
Cliente0;0,00709399
Cliente32;0,00705244
Cliente20;0,00705258
Cliente21;0,00709169
Cliente30;0,00710363
Cliente34;0,00700472
Cliente1;0,00705534
Cliente18;0,00705445
Cliente37;0,00701925
Cliente9;0,00705413
Cliente16;0,00702145
Cliente35;0,0070154
Cliente41;0,00700489
Cliente28;0,00695516
Cliente27;0,00700784
Cliente10;0,0070589
Cliente2;0,00700259
Cliente3;0,00698768
Cliente26;0,00702871
Cliente7;0,00693633
Cliente39;0,00703612
Cliente22;0,00700891
Cliente5;0,007041
Cliente40;0,00708134
Cliente23;0,0070862
Cliente15;0,00698409
Cliente4;0,00704112
Cliente38;0,00706651

Cliente22;0,00743715
Cliente10;0,00752824
Cliente26;0,00751354
Cliente28;0,00744284
Cliente18;0,00739086
Cliente39;0,00749121
Cliente2;0,00754736
Cliente5;0,00755342
Cliente8;0,00754961
Cliente16;0,00752679
Cliente38;0,00741078
Cliente20;0,00749095
Cliente11;0,00758045
Cliente4;0,00748057
Cliente3;0,00753628
Cliente41;0,0074828
Cliente1;0,00746924
Cliente17;0,00752728
Cliente32;0,00748357
Cliente21;0,00746972
Cliente9;0,0075019
Cliente30;0,00747939
Cliente19;0,00751097
Cliente43;0,00750247
Cliente6;0,00750087
Cliente35;0,00748504
Cliente37;0,00744882
Cliente33;0,00743418
Cliente34;0,00755119
Cliente24;0,00751152
Cliente25;0,00750576
Cliente23;0,00751788
Cliente29;0,00743797
Cliente42;0,00746872
Cliente0;0,00744135
Cliente12;0,00753353
Cliente15;0,00751213
Cliente14;0,00751806
Cliente31;0,00746275
Cliente27;0,00745179
Cliente13;0,00745533
Cliente7;0,00748731
Cliente40;0,00751276
Cliente36;0,00754925

Cliente43;0,00804033
Cliente32;0,00803777
Cliente24;0,00800024
Cliente6;0,00806641
Cliente38;0,00805589
Cliente44;0,00805037
Cliente37;0,00804179
Cliente18;0,00806395
Cliente28;0,00802245
Cliente31;0,00795129
Cliente5;0,0080525
Cliente2;0,00804499
Cliente25;0,00808389
Cliente8;0,00810801
Cliente33;0,008072
Cliente14;0,00812309
Cliente11;0,0079991
Cliente26;0,00802742
Cliente40;0,00804663
Cliente4;0,00807799
Cliente45;0,00808956
Cliente36;0,00805041
Cliente29;0,00801265
Cliente22;0,00811539
Cliente16;0,00805612
Cliente13;0,0081132
Cliente10;0,00809049
Cliente3;0,0081142
Cliente21;0,00803884
Cliente23;0,00809518
Cliente20;0,00802163
Cliente1;0,00805651
Cliente9;0,00811245
Cliente0;0,00806856
Cliente7;0,00808163
Cliente19;0,00803993
Cliente27;0,00804035
Cliente15;0,00805632
Cliente41;0,00802845
Cliente17;0,00810076
Cliente12;0,00800856
Cliente34;0,00808905
Cliente42;0,00800069
Cliente30;0,00803543
Cliente35;0,00801362
Cliente39;0,00797435

Cliente15;0,00858838
Cliente26;0,00862402
Cliente1;0,0086019
Cliente23;0,00856738
Cliente2;0,0086538
Cliente34;0,00860598
Cliente6;0,0086062
Cliente31;0,0085382
Cliente10;0,00863097
Cliente4;0,0086134
Cliente45;0,0086386
Cliente46;0,00865286
Cliente14;0,00869201
Cliente44;0,00863592
Cliente40;0,00857474
Cliente39;0,00861808
Cliente8;0,00857996
Cliente20;0,00857869
Cliente7;0,00857036
Cliente35;0,00856675
Cliente25;0,00863783
Cliente12;0,00867464
Cliente38;0,00864541
Cliente5;0,0085136
Cliente36;0,00865766
Cliente16;0,00858703
Cliente27;0,00867781
Cliente32;0,00860109
Cliente0;0,00858786
Cliente9;0,00868086
Cliente43;0,0086862
Cliente28;0,0085192
Cliente29;0,00856327
Cliente18;0,00856641
Cliente19;0,00863796
Cliente11;0,00859309
Cliente3;0,00862403
Cliente30;0,00860458
Cliente13;0,00863628
Cliente37;0,00861934
Cliente24;0,00862428
Cliente17;0,00862316
Cliente21;0,0085862
Cliente22;0,00859851
Cliente33;0,0085515
Cliente47;0,00861338
Cliente42;0,008572
Cliente41;0,00865978

Cliente34;0,00923278
Cliente37;0,0092452
Cliente35;0,00925402
Cliente38;0,00921373
Cliente29;0,00928822
Cliente4;0,00920505
Cliente47;0,0092321
Cliente15;0,00921415
Cliente45;0,00921809
Cliente21;0,00923603
Cliente32;0,0092324
Cliente42;0,00921992
Cliente27;0,00924279
Cliente48;0,00922673
Cliente49;0,00922193
Cliente39;0,00923802
Cliente22;0,00924461
Cliente1;0,00925079
Cliente36;0,00925719
Cliente7;0,00928822
Cliente9;0,00929433
Cliente19;0,00924208
Cliente14;0,00922706
Cliente2;0,00919717
Cliente31;0,00922034
Cliente11;0,00925893
Cliente5;0,00927458
Cliente13;0,00924103
Cliente6;0,00926658
Cliente43;0,00916616
Cliente17;0,00924464
Cliente8;0,00926609
Cliente25;0,00926409
Cliente0;0,00931613
Cliente20;0,00929417
Cliente40;0,00927943
Cliente30;0,00931241
Cliente10;0,00925916
Cliente44;0,00923297
Cliente23;0,00932417
Cliente16;0,00928074
Cliente3;0,00924142
Cliente18;0,00924421
Cliente46;0,00925117
Cliente24;0,00918758
Cliente26;0,00924853
Cliente41;0,00924712
Cliente33;0,00921597
Cliente12;0,00916876
Cliente28;0,00924623
